term,modality,gene,role,label,selected_count,models_evaluated,selection_frequency,positive_count,negative_count,direction_concordance,median_selected_coefficient,full_discovery_coefficient,stable,near_miss
copy_number__NHEJ1,copy_number,NHEJ1,genome_wide_candidate,NHEJ1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__LYZL6,copy_number,LYZL6,genome_wide_candidate,LYZL6 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__GPR180,copy_number,GPR180,genome_wide_candidate,GPR180 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SRSF4,copy_number,SRSF4,genome_wide_candidate,SRSF4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__DCTPP1,copy_number,DCTPP1,genome_wide_candidate,DCTPP1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ASPRV1,copy_number,ASPRV1,genome_wide_candidate,ASPRV1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RAD21,copy_number,RAD21,genome_wide_candidate,RAD21 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__NPM1,copy_number,NPM1,genome_wide_candidate,NPM1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CENPQ,copy_number,CENPQ,genome_wide_candidate,CENPQ copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PAWR,copy_number,PAWR,genome_wide_candidate,PAWR copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KCNJ12,copy_number,KCNJ12,genome_wide_candidate,KCNJ12 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__STAT5A,copy_number,STAT5A,genome_wide_candidate,STAT5A copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__IDO1,copy_number,IDO1,genome_wide_candidate,IDO1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SDC3,copy_number,SDC3,genome_wide_candidate,SDC3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SNURF,copy_number,SNURF,genome_wide_candidate,SNURF copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MR1,copy_number,MR1,genome_wide_candidate,MR1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PDHA1,copy_number,PDHA1,genome_wide_candidate,PDHA1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__GABRG2,copy_number,GABRG2,genome_wide_candidate,GABRG2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__GTF2H1,copy_number,GTF2H1,genome_wide_candidate,GTF2H1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SYT2,copy_number,SYT2,genome_wide_candidate,SYT2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PMS1,copy_number,PMS1,genome_wide_candidate,PMS1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KIAA1191,copy_number,KIAA1191,genome_wide_candidate,KIAA1191 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CERT1,copy_number,CERT1,genome_wide_candidate,CERT1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SRF,copy_number,SRF,genome_wide_candidate,SRF copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__JPT2,copy_number,JPT2,genome_wide_candidate,JPT2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CEP76,copy_number,CEP76,genome_wide_candidate,CEP76 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__DOCK10,copy_number,DOCK10,genome_wide_candidate,DOCK10 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SPAG7,copy_number,SPAG7,genome_wide_candidate,SPAG7 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CLXN,copy_number,CLXN,genome_wide_candidate,CLXN copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__IGBP1C,copy_number,IGBP1C,genome_wide_candidate,IGBP1C copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ZNF343,copy_number,ZNF343,genome_wide_candidate,ZNF343 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FATE1,copy_number,FATE1,genome_wide_candidate,FATE1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ZNF830,copy_number,ZNF830,genome_wide_candidate,ZNF830 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SRSF1,copy_number,SRSF1,genome_wide_candidate,SRSF1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ANXA4,copy_number,ANXA4,genome_wide_candidate,ANXA4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__APOBR,copy_number,APOBR,genome_wide_candidate,APOBR copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SETD1A,copy_number,SETD1A,genome_wide_candidate,SETD1A copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__C2orf66,copy_number,C2orf66,genome_wide_candidate,C2orf66 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__AAGAB,copy_number,AAGAB,genome_wide_candidate,AAGAB copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PWWP3A,copy_number,PWWP3A,genome_wide_candidate,PWWP3A copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__EEF2KMT,copy_number,EEF2KMT,genome_wide_candidate,EEF2KMT copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ADAMTS12,copy_number,ADAMTS12,genome_wide_candidate,ADAMTS12 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SLC5A2,copy_number,SLC5A2,genome_wide_candidate,SLC5A2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__UMODL1,copy_number,UMODL1,genome_wide_candidate,UMODL1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SNAP29,copy_number,SNAP29,genome_wide_candidate,SNAP29 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ENSG00000264058,copy_number,ENSG00000264058,genome_wide_candidate,ENSG00000264058 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MIIP,copy_number,MIIP,genome_wide_candidate,MIIP copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PSMD3,copy_number,PSMD3,genome_wide_candidate,PSMD3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MYOT,copy_number,MYOT,genome_wide_candidate,MYOT copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FBXO28,copy_number,FBXO28,genome_wide_candidate,FBXO28 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FAM193B,copy_number,FAM193B,genome_wide_candidate,FAM193B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ARL6IP1,copy_number,ARL6IP1,genome_wide_candidate,ARL6IP1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SUPT3H,copy_number,SUPT3H,genome_wide_candidate,SUPT3H copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ALKAL1,copy_number,ALKAL1,genome_wide_candidate,ALKAL1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__GJC2,copy_number,GJC2,genome_wide_candidate,GJC2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__H2BC21,copy_number,H2BC21,genome_wide_candidate,H2BC21 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PXDN,copy_number,PXDN,genome_wide_candidate,PXDN copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__WDR41,copy_number,WDR41,genome_wide_candidate,WDR41 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ENSG00000251012,copy_number,ENSG00000251012,genome_wide_candidate,ENSG00000251012 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FAM186A,copy_number,FAM186A,genome_wide_candidate,FAM186A copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ALDH3B2,copy_number,ALDH3B2,genome_wide_candidate,ALDH3B2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ADGRF3,copy_number,ADGRF3,genome_wide_candidate,ADGRF3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PRM1,copy_number,PRM1,genome_wide_candidate,PRM1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__NADSYN1,copy_number,NADSYN1,genome_wide_candidate,NADSYN1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SMIM31,copy_number,SMIM31,genome_wide_candidate,SMIM31 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__S100P,copy_number,S100P,genome_wide_candidate,S100P copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SHANK2,copy_number,SHANK2,genome_wide_candidate,SHANK2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RBM46,copy_number,RBM46,genome_wide_candidate,RBM46 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PPM1H,copy_number,PPM1H,genome_wide_candidate,PPM1H copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__C5orf22,copy_number,C5orf22,genome_wide_candidate,C5orf22 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MTIF2,copy_number,MTIF2,genome_wide_candidate,MTIF2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TEX46,copy_number,TEX46,genome_wide_candidate,TEX46 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MS4A3,copy_number,MS4A3,genome_wide_candidate,MS4A3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TUBA4B,copy_number,TUBA4B,genome_wide_candidate,TUBA4B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PPM1L,copy_number,PPM1L,genome_wide_candidate,PPM1L copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RAB3IP,copy_number,RAB3IP,genome_wide_candidate,RAB3IP copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MFAP4,copy_number,MFAP4,genome_wide_candidate,MFAP4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MTMR10,copy_number,MTMR10,genome_wide_candidate,MTMR10 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TAF4B,copy_number,TAF4B,genome_wide_candidate,TAF4B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PIP4P2,copy_number,PIP4P2,genome_wide_candidate,PIP4P2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__NENF,copy_number,NENF,genome_wide_candidate,NENF copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__DENND4A,copy_number,DENND4A,genome_wide_candidate,DENND4A copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MCCC2,copy_number,MCCC2,genome_wide_candidate,MCCC2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__COPA,copy_number,COPA,genome_wide_candidate,COPA copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ENSG00000288712,copy_number,ENSG00000288712,genome_wide_candidate,ENSG00000288712 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KRTAP19-2,copy_number,KRTAP19-2,genome_wide_candidate,KRTAP19-2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SLC29A1,copy_number,SLC29A1,genome_wide_candidate,SLC29A1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MTERF4,copy_number,MTERF4,genome_wide_candidate,MTERF4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__UBXN8,copy_number,UBXN8,genome_wide_candidate,UBXN8 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__USP30,copy_number,USP30,genome_wide_candidate,USP30 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__LAT,copy_number,LAT,genome_wide_candidate,LAT copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ENSG00000258052,copy_number,ENSG00000258052,genome_wide_candidate,ENSG00000258052 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KRTAP27-1,copy_number,KRTAP27-1,genome_wide_candidate,KRTAP27-1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PSMD4,copy_number,PSMD4,genome_wide_candidate,PSMD4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RAB12,copy_number,RAB12,genome_wide_candidate,RAB12 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PSMD1,copy_number,PSMD1,genome_wide_candidate,PSMD1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__DCDC1,copy_number,DCDC1,genome_wide_candidate,DCDC1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ATOX1,copy_number,ATOX1,genome_wide_candidate,ATOX1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PRKCZ,copy_number,PRKCZ,genome_wide_candidate,PRKCZ copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MEA1,copy_number,MEA1,genome_wide_candidate,MEA1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__USP9X,copy_number,USP9X,genome_wide_candidate,USP9X copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__DDRGK1,copy_number,DDRGK1,genome_wide_candidate,DDRGK1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MID1IP1,copy_number,MID1IP1,genome_wide_candidate,MID1IP1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__IQSEC2,copy_number,IQSEC2,genome_wide_candidate,IQSEC2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__HECW2,copy_number,HECW2,genome_wide_candidate,HECW2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ENSG00000241489,copy_number,ENSG00000241489,genome_wide_candidate,ENSG00000241489 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__THAP7,copy_number,THAP7,genome_wide_candidate,THAP7 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RASSF2,copy_number,RASSF2,genome_wide_candidate,RASSF2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__NPC1,copy_number,NPC1,genome_wide_candidate,NPC1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__INTS8,copy_number,INTS8,genome_wide_candidate,INTS8 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ENSG00000260342,copy_number,ENSG00000260342,genome_wide_candidate,ENSG00000260342 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SERPINB13,copy_number,SERPINB13,genome_wide_candidate,SERPINB13 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__NGF,copy_number,NGF,genome_wide_candidate,NGF copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PTPN22,copy_number,PTPN22,genome_wide_candidate,PTPN22 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__C2CD2,copy_number,C2CD2,genome_wide_candidate,C2CD2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RNF187,copy_number,RNF187,genome_wide_candidate,RNF187 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MRPL44,copy_number,MRPL44,genome_wide_candidate,MRPL44 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__HES6,copy_number,HES6,genome_wide_candidate,HES6 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PSMD2,copy_number,PSMD2,genome_wide_candidate,PSMD2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__GAS6,copy_number,GAS6,genome_wide_candidate,GAS6 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__OR10A4,copy_number,OR10A4,genome_wide_candidate,OR10A4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KRTAP10-1,copy_number,KRTAP10-1,genome_wide_candidate,KRTAP10-1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ANO3,copy_number,ANO3,genome_wide_candidate,ANO3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TMEM134,copy_number,TMEM134,genome_wide_candidate,TMEM134 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PKLR,copy_number,PKLR,genome_wide_candidate,PKLR copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TRIM75,copy_number,TRIM75,genome_wide_candidate,TRIM75 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__EBF4,copy_number,EBF4,genome_wide_candidate,EBF4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PALM3,copy_number,PALM3,genome_wide_candidate,PALM3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MAP2K5,copy_number,MAP2K5,genome_wide_candidate,MAP2K5 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SLC5A8,copy_number,SLC5A8,genome_wide_candidate,SLC5A8 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CDS2,copy_number,CDS2,genome_wide_candidate,CDS2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__F9,copy_number,F9,genome_wide_candidate,F9 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__OR10V1,copy_number,OR10V1,genome_wide_candidate,OR10V1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__OR2W3,copy_number,OR2W3,genome_wide_candidate,OR2W3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FAM200C,copy_number,FAM200C,genome_wide_candidate,FAM200C copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ZNF521,copy_number,ZNF521,genome_wide_candidate,ZNF521 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__NAGLU,copy_number,NAGLU,genome_wide_candidate,NAGLU copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__LOXL2,copy_number,LOXL2,genome_wide_candidate,LOXL2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PALB2,copy_number,PALB2,genome_wide_candidate,PALB2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KPRP,copy_number,KPRP,genome_wide_candidate,KPRP copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__NDUFS6,copy_number,NDUFS6,genome_wide_candidate,NDUFS6 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__PIGB,copy_number,PIGB,genome_wide_candidate,PIGB copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TEKT1,copy_number,TEKT1,genome_wide_candidate,TEKT1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CNIH4,copy_number,CNIH4,genome_wide_candidate,CNIH4 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__DROSHA,copy_number,DROSHA,genome_wide_candidate,DROSHA copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__OR4C15,copy_number,OR4C15,genome_wide_candidate,OR4C15 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__EPCAM,copy_number,EPCAM,genome_wide_candidate,EPCAM copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ATP10B,copy_number,ATP10B,genome_wide_candidate,ATP10B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ACOT9,copy_number,ACOT9,genome_wide_candidate,ACOT9 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__REDIC1,copy_number,REDIC1,genome_wide_candidate,REDIC1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TMEM265,copy_number,TMEM265,genome_wide_candidate,TMEM265 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__GRXCR2,copy_number,GRXCR2,genome_wide_candidate,GRXCR2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__NCAPH,copy_number,NCAPH,genome_wide_candidate,NCAPH copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__USH1C,copy_number,USH1C,genome_wide_candidate,USH1C copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TNFAIP8,copy_number,TNFAIP8,genome_wide_candidate,TNFAIP8 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TRIM23,copy_number,TRIM23,genome_wide_candidate,TRIM23 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__NPPA,copy_number,NPPA,genome_wide_candidate,NPPA copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MRPL11,copy_number,MRPL11,genome_wide_candidate,MRPL11 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ABTB2,copy_number,ABTB2,genome_wide_candidate,ABTB2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ZMAT2,copy_number,ZMAT2,genome_wide_candidate,ZMAT2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ATP4B,copy_number,ATP4B,genome_wide_candidate,ATP4B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ZNF354A,copy_number,ZNF354A,genome_wide_candidate,ZNF354A copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FASTKD5,copy_number,FASTKD5,genome_wide_candidate,FASTKD5 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FSBP,copy_number,FSBP,genome_wide_candidate,FSBP copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__IL1RAP,copy_number,IL1RAP,genome_wide_candidate,IL1RAP copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CAMLG,copy_number,CAMLG,genome_wide_candidate,CAMLG copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__AMMECR1L,copy_number,AMMECR1L,genome_wide_candidate,AMMECR1L copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TMEM35B,copy_number,TMEM35B,genome_wide_candidate,TMEM35B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CENPB,copy_number,CENPB,genome_wide_candidate,CENPB copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TRIM37,copy_number,TRIM37,genome_wide_candidate,TRIM37 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SLC34A1,copy_number,SLC34A1,genome_wide_candidate,SLC34A1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RNF111,copy_number,RNF111,genome_wide_candidate,RNF111 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RIC8B,copy_number,RIC8B,genome_wide_candidate,RIC8B copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TCEANC,copy_number,TCEANC,genome_wide_candidate,TCEANC copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ENSG00000285978,copy_number,ENSG00000285978,genome_wide_candidate,ENSG00000285978 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ANKRD29,copy_number,ANKRD29,genome_wide_candidate,ANKRD29 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__EIF3H,copy_number,EIF3H,genome_wide_candidate,EIF3H copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__BTBD3,copy_number,BTBD3,genome_wide_candidate,BTBD3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ENSG00000281938,copy_number,ENSG00000281938,genome_wide_candidate,ENSG00000281938 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FMO5,copy_number,FMO5,genome_wide_candidate,FMO5 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FMR1NB,copy_number,FMR1NB,genome_wide_candidate,FMR1NB copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KRTAP21-1,copy_number,KRTAP21-1,genome_wide_candidate,KRTAP21-1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SPINK14,copy_number,SPINK14,genome_wide_candidate,SPINK14 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CNTD1,copy_number,CNTD1,genome_wide_candidate,CNTD1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TMTC2,copy_number,TMTC2,genome_wide_candidate,TMTC2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ZNF816-ZNF321P,copy_number,ZNF816-ZNF321P,genome_wide_candidate,ZNF816-ZNF321P copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RORC,copy_number,RORC,genome_wide_candidate,RORC copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__TFF3,copy_number,TFF3,genome_wide_candidate,TFF3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__OR2AG2,copy_number,OR2AG2,genome_wide_candidate,OR2AG2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__SKAP1,copy_number,SKAP1,genome_wide_candidate,SKAP1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CAB39,copy_number,CAB39,genome_wide_candidate,CAB39 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ZNF689,copy_number,ZNF689,genome_wide_candidate,ZNF689 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__FOXR2,copy_number,FOXR2,genome_wide_candidate,FOXR2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__AMACR,copy_number,AMACR,genome_wide_candidate,AMACR copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CLIC1,copy_number,CLIC1,genome_wide_candidate,CLIC1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__MRPL2,copy_number,MRPL2,genome_wide_candidate,MRPL2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CNTN2,copy_number,CNTN2,genome_wide_candidate,CNTN2 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KRTAP19-5,copy_number,KRTAP19-5,genome_wide_candidate,KRTAP19-5 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CBY3,copy_number,CBY3,genome_wide_candidate,CBY3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__LDOC1,copy_number,LDOC1,genome_wide_candidate,LDOC1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__CLDN34,copy_number,CLDN34,genome_wide_candidate,CLDN34 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__LYSMD3,copy_number,LYSMD3,genome_wide_candidate,LYSMD3 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__KLHL15,copy_number,KLHL15,genome_wide_candidate,KLHL15 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__RGS11,copy_number,RGS11,genome_wide_candidate,RGS11 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ENSG00000267261,copy_number,ENSG00000267261,genome_wide_candidate,ENSG00000267261 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__GSTM1,copy_number,GSTM1,genome_wide_candidate,GSTM1 copy number,0,15,0,0,0,,0,0,FALSE,FALSE
copy_number__ITPKA,copy_number,ITPKA,genome_wide_candidate,ITPKA copy number,0,15,0,0,0,,0,0,FALSE,FALSE
